Country,Cancer Type,Year,Total Deaths
Japan,Liver Cancer,2023,37426
India,Liver Cancer,2019,93447
Canada,Liver Cancer,2020,113534
UK,Colon Cancer,2018,124746
Australia,Colon Cancer,2022,73039
Australia,Liver Cancer,2023,42071
India,Liver Cancer,2023,131875
Germany,Breast Cancer,2020,35185
Canada,Colon Cancer,2023,94899
USA,Lung Cancer,2022,69005
Brazil,Liver Cancer,2018,75061
India,Lung Cancer,2021,27280
UK,Breast Cancer,2021,10385
Germany,Liver Cancer,2018,147566
Australia,Colon Cancer,2021,39555
Australia,Liver Cancer,2018,66021
Australia,Lung Cancer,2023,43058
USA,Breast Cancer,2018,130763
China,Breast Cancer,2021,78976
Japan,Lung Cancer,2023,85689
Canada,Breast Cancer,2019,49314
China,Lung Cancer,2023,106234
China,Liver Cancer,2023,9466
Australia,Prostate Cancer,2023,80670
Japan,Liver Cancer,2019,57776
UK,Prostate Cancer,2023,110368
India,Lung Cancer,2023,11739
Canada,Lung Cancer,2018,26540
Japan,Colon Cancer,2023,49305
Canada,Lung Cancer,2022,81625
Australia,Prostate Cancer,2019,84010
China,Breast Cancer,2020,144482
USA,Lung Cancer,2018,71477
UK,Colon Cancer,2023,32873
Japan,Prostate Cancer,2019,119674
Germany,Prostate Cancer,2018,43852
Brazil,Breast Cancer,2021,101595
China,Breast Cancer,2018,33966
China,Colon Cancer,2019,126080
UK,Breast Cancer,2021,129784
Canada,Liver Cancer,2023,134309
China,Prostate Cancer,2021,70786
Brazil,Breast Cancer,2022,35921
China,Breast Cancer,2023,93628
Australia,Colon Cancer,2022,74827
Germany,Prostate Cancer,2019,107063
France,Prostate Cancer,2018,112134
Australia,Lung Cancer,2018,94452
USA,Lung Cancer,2022,96809
China,Liver Cancer,2020,59478
UK,Prostate Cancer,2023,71306
Canada,Breast Cancer,2020,95977
Germany,Breast Cancer,2023,55165
India,Liver Cancer,2023,97375
Canada,Prostate Cancer,2018,147845
UK,Liver Cancer,2018,19727
Australia,Colon Cancer,2023,97015
Japan,Liver Cancer,2020,25623
Australia,Colon Cancer,2023,58132
Brazil,Breast Cancer,2021,69903
Canada,Liver Cancer,2019,18165
France,Breast Cancer,2020,134376
USA,Prostate Cancer,2020,57738
Canada,Lung Cancer,2023,119085
Brazil,Lung Cancer,2020,79432
USA,Prostate Cancer,2019,89124
Japan,Liver Cancer,2021,90995
UK,Breast Cancer,2023,101152
India,Liver Cancer,2021,51948
Canada,Colon Cancer,2018,125147
China,Liver Cancer,2022,10707
Germany,Lung Cancer,2022,98447
Australia,Prostate Cancer,2020,10488
UK,Liver Cancer,2018,49465
Canada,Colon Cancer,2020,144545
Canada,Breast Cancer,2020,9781
UK,Lung Cancer,2018,14691
Brazil,Colon Cancer,2022,64273
India,Breast Cancer,2022,95850
China,Prostate Cancer,2018,19075
UK,Breast Cancer,2021,124698
Canada,Prostate Cancer,2022,134295
UK,Breast Cancer,2019,32812
Canada,Prostate Cancer,2022,17710
Germany,Lung Cancer,2020,123318
Canada,Colon Cancer,2023,138431
UK,Liver Cancer,2020,59059
UK,Colon Cancer,2023,18287
China,Colon Cancer,2021,113624
UK,Lung Cancer,2023,28991
India,Colon Cancer,2020,36044
France,Lung Cancer,2020,8680
USA,Breast Cancer,2019,15595
India,Lung Cancer,2023,77883
UK,Breast Cancer,2023,25390
Germany,Prostate Cancer,2021,114011
UK,Colon Cancer,2023,103037
USA,Liver Cancer,2023,9643
China,Liver Cancer,2022,67150
India,Colon Cancer,2023,66571
UK,Lung Cancer,2022,74072
USA,Prostate Cancer,2021,129905
France,Colon Cancer,2021,29394
UK,Liver Cancer,2023,48168
USA,Colon Cancer,2018,67011
Japan,Lung Cancer,2019,97977
Brazil,Colon Cancer,2021,84506
Japan,Prostate Cancer,2020,29621
USA,Colon Cancer,2020,37251
USA,Breast Cancer,2023,87871
Japan,Liver Cancer,2021,96556
India,Liver Cancer,2020,16963
Germany,Breast Cancer,2020,129392
Japan,Colon Cancer,2018,143335
China,Liver Cancer,2018,120335
China,Liver Cancer,2022,79934
Australia,Breast Cancer,2021,145910
France,Colon Cancer,2020,44573
Australia,Liver Cancer,2020,103636
Canada,Liver Cancer,2019,36748
China,Lung Cancer,2019,75039
Brazil,Colon Cancer,2018,68155
China,Breast Cancer,2022,120805
Japan,Liver Cancer,2021,125510
USA,Liver Cancer,2020,139669
Australia,Breast Cancer,2022,58257
Brazil,Prostate Cancer,2023,84117
France,Breast Cancer,2021,149239
Japan,Liver Cancer,2019,37139
France,Liver Cancer,2021,29657
China,Liver Cancer,2018,74737
USA,Liver Cancer,2020,7871
Canada,Prostate Cancer,2018,14855
Brazil,Liver Cancer,2021,48213
France,Breast Cancer,2020,119164
France,Prostate Cancer,2019,126318
Brazil,Lung Cancer,2018,85326
China,Prostate Cancer,2020,67214
Australia,Colon Cancer,2023,149251
UK,Liver Cancer,2020,90203
France,Liver Cancer,2021,148818
UK,Lung Cancer,2019,107378
Japan,Lung Cancer,2019,123858
Germany,Prostate Cancer,2019,61893
Brazil,Lung Cancer,2019,81963
Japan,Prostate Cancer,2021,63989
France,Prostate Cancer,2020,48245
Japan,Lung Cancer,2019,53103
Japan,Colon Cancer,2021,141887
China,Lung Cancer,2019,87268
Canada,Prostate Cancer,2023,122831
China,Prostate Cancer,2023,82311
France,Prostate Cancer,2022,23990
Japan,Liver Cancer,2022,53910
India,Prostate Cancer,2018,30589
Canada,Colon Cancer,2020,38125
China,Colon Cancer,2020,61912
USA,Colon Cancer,2023,20278
Japan,Prostate Cancer,2020,71599
China,Breast Cancer,2020,103803
China,Lung Cancer,2023,30866
China,Breast Cancer,2021,99591
Australia,Breast Cancer,2018,63997
Germany,Lung Cancer,2019,22894
India,Prostate Cancer,2022,49666
Australia,Colon Cancer,2023,25115
Canada,Liver Cancer,2020,102461
Australia,Liver Cancer,2019,101901
Brazil,Liver Cancer,2019,121473
USA,Colon Cancer,2022,75996
Australia,Liver Cancer,2020,53524
UK,Lung Cancer,2020,49444
China,Prostate Cancer,2020,142799
China,Lung Cancer,2018,52324
China,Prostate Cancer,2019,138923
Brazil,Prostate Cancer,2023,39207
Australia,Prostate Cancer,2019,59406
Australia,Liver Cancer,2022,9403
India,Lung Cancer,2018,119576
USA,Prostate Cancer,2022,44264
Australia,Lung Cancer,2018,113383
Canada,Prostate Cancer,2020,124141
France,Breast Cancer,2021,34086
Japan,Liver Cancer,2020,20827
France,Lung Cancer,2022,18747
USA,Colon Cancer,2023,57553
Germany,Colon Cancer,2020,26337
China,Breast Cancer,2021,117868
China,Liver Cancer,2019,24818
UK,Prostate Cancer,2023,76163
India,Lung Cancer,2022,43418
USA,Colon Cancer,2022,63547
Brazil,Prostate Cancer,2022,143996
Canada,Breast Cancer,2023,101255
Australia,Lung Cancer,2019,104354
Germany,Colon Cancer,2018,83039
Australia,Colon Cancer,2019,129662
UK,Liver Cancer,2019,108762
India,Liver Cancer,2023,37118
France,Breast Cancer,2023,27012
Japan,Prostate Cancer,2021,148702
Japan,Lung Cancer,2020,24735
Australia,Prostate Cancer,2019,13307
UK,Prostate Cancer,2019,46554
Japan,Lung Cancer,2020,123087
USA,Prostate Cancer,2020,8922
Germany,Liver Cancer,2019,128472
Japan,Breast Cancer,2018,51790
Germany,Liver Cancer,2020,70395
Australia,Prostate Cancer,2022,24712
France,Liver Cancer,2018,76786
India,Lung Cancer,2019,52444
Japan,Colon Cancer,2022,34730
France,Lung Cancer,2018,15402
France,Prostate Cancer,2023,116309
India,Liver Cancer,2023,88479
USA,Liver Cancer,2020,60633
Australia,Colon Cancer,2020,50309
Brazil,Prostate Cancer,2021,51221
France,Colon Cancer,2023,71678
Canada,Lung Cancer,2023,147145
USA,Lung Cancer,2023,8605
Australia,Colon Cancer,2018,35629
India,Liver Cancer,2022,82703
China,Lung Cancer,2019,50161
Canada,Liver Cancer,2020,6612
USA,Breast Cancer,2023,133099
Australia,Liver Cancer,2020,44270
Brazil,Liver Cancer,2023,78380
China,Colon Cancer,2019,102157
China,Colon Cancer,2022,54074
Japan,Colon Cancer,2022,139337
China,Breast Cancer,2018,128936
Japan,Liver Cancer,2020,65964
UK,Breast Cancer,2019,81735
UK,Breast Cancer,2022,93009
China,Prostate Cancer,2023,26943
USA,Colon Cancer,2019,92214
Australia,Breast Cancer,2021,25078
Brazil,Lung Cancer,2022,68244
UK,Breast Cancer,2020,142182
USA,Breast Cancer,2023,52904
Japan,Liver Cancer,2022,75864
Canada,Colon Cancer,2018,32855
Germany,Lung Cancer,2023,46063
Japan,Colon Cancer,2020,80192
UK,Breast Cancer,2022,94226
Germany,Liver Cancer,2021,48759
India,Prostate Cancer,2023,81925
Canada,Lung Cancer,2021,91313
Canada,Prostate Cancer,2020,36142
France,Prostate Cancer,2023,142482
China,Colon Cancer,2019,100544
USA,Lung Cancer,2021,73354
Japan,Prostate Cancer,2019,148791
Brazil,Breast Cancer,2018,72472
Japan,Liver Cancer,2021,5371
Canada,Lung Cancer,2021,76795
Canada,Breast Cancer,2021,13453
China,Prostate Cancer,2023,46049
Japan,Liver Cancer,2022,55589
UK,Prostate Cancer,2021,18418
Brazil,Prostate Cancer,2023,20822
UK,Colon Cancer,2018,114101
India,Liver Cancer,2018,58740
UK,Prostate Cancer,2019,84692
Canada,Prostate Cancer,2020,16245
Australia,Colon Cancer,2018,128231
Japan,Colon Cancer,2020,58006
India,Lung Cancer,2020,38560
USA,Breast Cancer,2018,55865
Japan,Breast Cancer,2023,136805
India,Colon Cancer,2020,119657
France,Breast Cancer,2018,16369
UK,Lung Cancer,2020,76392
Japan,Breast Cancer,2023,83301
India,Colon Cancer,2021,31037
Brazil,Breast Cancer,2019,74723
Australia,Prostate Cancer,2021,144099
Japan,Prostate Cancer,2021,80195
France,Lung Cancer,2019,54615
Japan,Lung Cancer,2020,7767
France,Liver Cancer,2022,42749
India,Breast Cancer,2018,54561
Australia,Lung Cancer,2023,140848
UK,Lung Cancer,2019,140110
France,Lung Cancer,2019,68880
Canada,Prostate Cancer,2019,145472
China,Lung Cancer,2022,111277
Germany,Breast Cancer,2019,53499
Japan,Prostate Cancer,2022,20453
USA,Prostate Cancer,2023,12689
UK,Lung Cancer,2019,124621
Brazil,Colon Cancer,2022,105356
Brazil,Prostate Cancer,2022,61657
Brazil,Prostate Cancer,2020,48587
Japan,Colon Cancer,2023,34348
China,Liver Cancer,2018,119528
USA,Breast Cancer,2018,74758
Germany,Colon Cancer,2023,84179
Japan,Liver Cancer,2023,43935
Canada,Breast Cancer,2020,146572
France,Lung Cancer,2019,5113
Germany,Liver Cancer,2020,24980
Germany,Colon Cancer,2019,112935
UK,Lung Cancer,2018,83652
France,Prostate Cancer,2022,87480
Japan,Lung Cancer,2020,12451
UK,Prostate Cancer,2018,75189
Brazil,Colon Cancer,2018,127235
India,Liver Cancer,2023,112819
Australia,Colon Cancer,2020,84020
UK,Colon Cancer,2021,18636
Canada,Lung Cancer,2019,127703
UK,Prostate Cancer,2019,127025
India,Prostate Cancer,2019,67652
Germany,Liver Cancer,2023,106361
Brazil,Breast Cancer,2021,62425
UK,Liver Cancer,2022,69162
Australia,Breast Cancer,2019,136616
Germany,Liver Cancer,2018,33770
Brazil,Prostate Cancer,2020,7135
France,Liver Cancer,2021,61658
Canada,Colon Cancer,2021,11125
UK,Prostate Cancer,2020,45321
China,Breast Cancer,2022,7012
Australia,Liver Cancer,2019,14833
UK,Breast Cancer,2023,137843
India,Prostate Cancer,2020,81823
Australia,Colon Cancer,2020,64760
Canada,Liver Cancer,2023,121888
France,Liver Cancer,2020,69598
India,Liver Cancer,2018,8051
Australia,Colon Cancer,2023,19825
Canada,Colon Cancer,2022,23713
Australia,Lung Cancer,2019,21286
China,Breast Cancer,2020,18856
Japan,Liver Cancer,2021,121704
Brazil,Prostate Cancer,2021,129405
Canada,Prostate Cancer,2020,102166
India,Lung Cancer,2018,28692
France,Breast Cancer,2018,121330
France,Liver Cancer,2023,64569
UK,Colon Cancer,2022,31327
Brazil,Lung Cancer,2019,90252
Japan,Colon Cancer,2020,26783
Canada,Breast Cancer,2019,67328
UK,Prostate Cancer,2022,40642
Germany,Breast Cancer,2019,130392
Germany,Prostate Cancer,2023,106740
France,Colon Cancer,2021,76472
India,Breast Cancer,2019,84211
China,Liver Cancer,2019,42871
USA,Colon Cancer,2018,121701
Germany,Prostate Cancer,2023,121274
France,Breast Cancer,2022,17812
USA,Prostate Cancer,2022,72964
Japan,Colon Cancer,2018,30417
Brazil,Breast Cancer,2019,36451
Brazil,Lung Cancer,2019,110763
Brazil,Lung Cancer,2021,149588
Germany,Prostate Cancer,2019,139102
UK,Liver Cancer,2023,39955
China,Prostate Cancer,2022,19816
France,Breast Cancer,2023,63442
USA,Lung Cancer,2018,80724
Germany,Lung Cancer,2021,28014
Japan,Liver Cancer,2023,67576
Japan,Liver Cancer,2023,29639
Australia,Breast Cancer,2018,140503
Australia,Lung Cancer,2019,135429
Germany,Liver Cancer,2018,77361
Brazil,Prostate Cancer,2020,145609
Brazil,Liver Cancer,2022,41399
China,Breast Cancer,2021,47513
China,Prostate Cancer,2021,118524
Germany,Lung Cancer,2022,61219
Japan,Liver Cancer,2022,55674
UK,Lung Cancer,2018,79726
Canada,Colon Cancer,2022,132462
USA,Liver Cancer,2022,139847
Canada,Prostate Cancer,2022,7040
China,Liver Cancer,2020,58818
India,Prostate Cancer,2019,83047
Brazil,Lung Cancer,2019,61054
UK,Colon Cancer,2020,122303
USA,Colon Cancer,2018,13636
Australia,Colon Cancer,2020,109283
UK,Lung Cancer,2023,61662
Australia,Breast Cancer,2023,99422
China,Lung Cancer,2023,16680
Australia,Colon Cancer,2022,140645
USA,Colon Cancer,2022,9752
Brazil,Liver Cancer,2022,84575
Brazil,Breast Cancer,2021,48690
India,Lung Cancer,2021,59795
Canada,Prostate Cancer,2023,52643
Japan,Breast Cancer,2022,12452
Japan,Lung Cancer,2022,21141
China,Prostate Cancer,2023,138181
Japan,Colon Cancer,2018,70456
USA,Colon Cancer,2023,46227
Australia,Prostate Cancer,2022,75949
India,Breast Cancer,2018,102302
Japan,Liver Cancer,2019,126715
India,Colon Cancer,2021,97355
China,Colon Cancer,2020,70137
UK,Colon Cancer,2023,134197
India,Prostate Cancer,2021,147667
UK,Prostate Cancer,2020,95500
France,Prostate Cancer,2018,130230
USA,Prostate Cancer,2022,50265
India,Lung Cancer,2020,54425
France,Prostate Cancer,2020,124838
Germany,Liver Cancer,2021,80958
Canada,Breast Cancer,2021,84349
Australia,Breast Cancer,2018,141996
China,Liver Cancer,2018,30763
Australia,Breast Cancer,2022,58843
India,Lung Cancer,2019,146650
UK,Breast Cancer,2022,145882
Australia,Breast Cancer,2023,90761
Germany,Prostate Cancer,2018,47024
Japan,Colon Cancer,2018,11274
UK,Colon Cancer,2023,28907
India,Colon Cancer,2023,40622
Germany,Liver Cancer,2023,49247
France,Lung Cancer,2021,58622
Canada,Lung Cancer,2022,128315
UK,Lung Cancer,2019,132509
Brazil,Lung Cancer,2018,61306
Germany,Lung Cancer,2023,63640
Japan,Prostate Cancer,2020,44326
Brazil,Prostate Cancer,2022,90000
UK,Prostate Cancer,2018,69971
China,Colon Cancer,2019,53402
Japan,Liver Cancer,2023,84166
Japan,Lung Cancer,2021,141869
Canada,Breast Cancer,2023,124298
Brazil,Breast Cancer,2019,98328
Japan,Liver Cancer,2019,85499
Japan,Liver Cancer,2019,5581
Japan,Breast Cancer,2023,23556
Brazil,Lung Cancer,2021,23466
France,Prostate Cancer,2021,18760
Japan,Colon Cancer,2019,23092
Canada,Prostate Cancer,2021,67533
Japan,Lung Cancer,2018,103878
Australia,Prostate Cancer,2022,82142
Brazil,Lung Cancer,2022,20683
Australia,Liver Cancer,2023,129528
Japan,Lung Cancer,2021,127558
Canada,Lung Cancer,2018,128060
Germany,Colon Cancer,2023,74346
UK,Prostate Cancer,2019,108067
India,Liver Cancer,2018,73793
Brazil,Breast Cancer,2018,136658
Canada,Liver Cancer,2020,133132
UK,Liver Cancer,2019,82923
Germany,Lung Cancer,2020,15224
France,Prostate Cancer,2018,7517
Japan,Prostate Cancer,2019,20806
Japan,Liver Cancer,2018,83402
USA,Liver Cancer,2020,119824
India,Liver Cancer,2019,138145
Canada,Breast Cancer,2022,15700
UK,Breast Cancer,2019,60719
UK,Colon Cancer,2019,93516
India,Lung Cancer,2020,136077
Japan,Liver Cancer,2021,30284
USA,Lung Cancer,2018,136904
USA,Liver Cancer,2019,11349
Brazil,Prostate Cancer,2021,117455
China,Liver Cancer,2019,40496
China,Prostate Cancer,2020,81641
Australia,Prostate Cancer,2023,104158
USA,Colon Cancer,2019,89802
Brazil,Prostate Cancer,2021,52081
Japan,Lung Cancer,2021,81568
Australia,Breast Cancer,2021,67541
China,Prostate Cancer,2023,102901
Germany,Breast Cancer,2021,58266
UK,Lung Cancer,2018,48994
Australia,Liver Cancer,2021,110474
Australia,Liver Cancer,2021,58958
France,Liver Cancer,2018,68518
France,Lung Cancer,2019,87135
France,Lung Cancer,2021,61835
Australia,Breast Cancer,2023,143123
Canada,Lung Cancer,2022,116077
Japan,Liver Cancer,2020,104056
Brazil,Breast Cancer,2020,129948
France,Colon Cancer,2018,71245
Canada,Colon Cancer,2023,25657
Brazil,Lung Cancer,2022,49040
China,Colon Cancer,2019,139428
USA,Lung Cancer,2021,134182
Brazil,Breast Cancer,2018,61617
Canada,Liver Cancer,2020,121700
France,Breast Cancer,2021,27282
Brazil,Colon Cancer,2021,66538
UK,Prostate Cancer,2022,74490
Germany,Breast Cancer,2022,66906
Canada,Prostate Cancer,2022,74331
Japan,Liver Cancer,2020,41513
Germany,Breast Cancer,2020,24812
Germany,Breast Cancer,2020,64213
France,Breast Cancer,2018,140575
Canada,Prostate Cancer,2019,112925
Japan,Breast Cancer,2021,32329
Australia,Breast Cancer,2018,136892
Brazil,Liver Cancer,2022,116826
Brazil,Prostate Cancer,2023,33504
Germany,Prostate Cancer,2020,24623
Brazil,Liver Cancer,2023,147053
China,Lung Cancer,2023,30271
Japan,Colon Cancer,2023,133440
Japan,Lung Cancer,2021,72619
UK,Lung Cancer,2020,19295
Australia,Liver Cancer,2019,45307
Canada,Lung Cancer,2018,113362
France,Lung Cancer,2019,139507
Canada,Breast Cancer,2021,34557
Canada,Liver Cancer,2022,67582
UK,Colon Cancer,2023,113590
Canada,Liver Cancer,2018,6280
USA,Breast Cancer,2021,15773
India,Prostate Cancer,2022,78900
India,Breast Cancer,2020,117672
India,Breast Cancer,2019,144568
Canada,Prostate Cancer,2019,122814
UK,Colon Cancer,2019,98151
China,Prostate Cancer,2023,18362
France,Prostate Cancer,2023,46709
Canada,Colon Cancer,2018,111959
UK,Colon Cancer,2023,132203
Germany,Prostate Cancer,2020,31910
UK,Liver Cancer,2022,119256
Australia,Lung Cancer,2020,115168
China,Lung Cancer,2021,102483
France,Liver Cancer,2020,58521
India,Lung Cancer,2023,16365
Germany,Prostate Cancer,2023,47444
Germany,Lung Cancer,2018,123075
Australia,Prostate Cancer,2021,90608
China,Lung Cancer,2023,138249
Germany,Prostate Cancer,2019,124147
France,Prostate Cancer,2022,83782
Canada,Colon Cancer,2019,25945
UK,Liver Cancer,2021,141140
Brazil,Colon Cancer,2023,132604
France,Breast Cancer,2020,67222
UK,Prostate Cancer,2022,68150
Canada,Breast Cancer,2022,27811
Canada,Colon Cancer,2022,130084
UK,Lung Cancer,2018,28863
Japan,Colon Cancer,2019,100630
Japan,Prostate Cancer,2021,66090
UK,Lung Cancer,2019,110248
Brazil,Lung Cancer,2022,25638
Australia,Colon Cancer,2019,10730
USA,Prostate Cancer,2019,103787
Australia,Prostate Cancer,2018,42135
France,Lung Cancer,2021,100426
Germany,Colon Cancer,2019,10551
China,Colon Cancer,2021,60299
France,Prostate Cancer,2019,62780
Germany,Lung Cancer,2019,128354
Canada,Lung Cancer,2020,33494
USA,Liver Cancer,2021,31931
Germany,Lung Cancer,2020,60115
Australia,Lung Cancer,2021,21740
Germany,Breast Cancer,2022,108916
Australia,Prostate Cancer,2019,43252
Germany,Liver Cancer,2021,39524
Canada,Lung Cancer,2020,119299
Japan,Breast Cancer,2018,20179
Canada,Breast Cancer,2022,71170
Australia,Breast Cancer,2021,25102
USA,Liver Cancer,2020,118212
USA,Colon Cancer,2020,88428
Japan,Breast Cancer,2022,143460
USA,Prostate Cancer,2018,109422
China,Breast Cancer,2019,58270
Brazil,Liver Cancer,2020,114030
Japan,Breast Cancer,2022,54301
Australia,Colon Cancer,2020,36577
UK,Breast Cancer,2020,100263
Japan,Lung Cancer,2021,128387
UK,Breast Cancer,2018,131806
India,Colon Cancer,2023,65077
Brazil,Breast Cancer,2020,70921
China,Colon Cancer,2019,140492
UK,Lung Cancer,2018,63637
China,Liver Cancer,2021,39661
China,Breast Cancer,2018,41725
Canada,Liver Cancer,2018,90271
France,Prostate Cancer,2020,127518
India,Colon Cancer,2022,130712
India,Liver Cancer,2023,129936
USA,Lung Cancer,2022,72725
Australia,Prostate Cancer,2021,53783
Australia,Colon Cancer,2022,68917
India,Liver Cancer,2022,143667
Australia,Liver Cancer,2023,95744
France,Prostate Cancer,2018,47422
Japan,Lung Cancer,2020,38885
UK,Liver Cancer,2023,30477
USA,Colon Cancer,2019,123496
India,Lung Cancer,2018,30566
Australia,Liver Cancer,2019,56065
USA,Prostate Cancer,2018,72675
UK,Lung Cancer,2023,90522
Brazil,Breast Cancer,2022,92785
China,Lung Cancer,2022,111357
France,Colon Cancer,2019,130269
Japan,Breast Cancer,2019,136720
Australia,Prostate Cancer,2023,39252
Canada,Breast Cancer,2022,110176
USA,Prostate Cancer,2020,62808
France,Breast Cancer,2023,144102
China,Lung Cancer,2019,109524
Canada,Colon Cancer,2023,69750
Germany,Breast Cancer,2019,121311
China,Colon Cancer,2019,28394
Brazil,Liver Cancer,2023,70300
Germany,Colon Cancer,2019,34418
China,Lung Cancer,2023,72505
Brazil,Colon Cancer,2022,47165
India,Liver Cancer,2020,124555
Germany,Lung Cancer,2019,82358
Canada,Prostate Cancer,2021,101578
Germany,Liver Cancer,2020,115328
Japan,Liver Cancer,2018,15206
Japan,Liver Cancer,2020,51634
Germany,Lung Cancer,2018,100867
Canada,Prostate Cancer,2021,147779
Germany,Prostate Cancer,2022,21556
Japan,Colon Cancer,2018,127160
India,Breast Cancer,2020,14065
France,Prostate Cancer,2020,48258
UK,Colon Cancer,2020,143146
China,Liver Cancer,2021,72797
France,Colon Cancer,2021,28477
India,Breast Cancer,2018,12723
Australia,Breast Cancer,2023,95602
UK,Liver Cancer,2020,133597
China,Prostate Cancer,2023,105687
Australia,Colon Cancer,2021,33456
Brazil,Breast Cancer,2019,83430
UK,Lung Cancer,2019,18300
UK,Liver Cancer,2022,144449
India,Breast Cancer,2020,66446
India,Lung Cancer,2021,87526
India,Prostate Cancer,2018,26361
India,Lung Cancer,2018,98295
UK,Prostate Cancer,2018,25150
Canada,Lung Cancer,2021,91053
Germany,Prostate Cancer,2023,116712
Brazil,Colon Cancer,2019,72202
Germany,Prostate Cancer,2022,126745
India,Liver Cancer,2021,16207
Australia,Lung Cancer,2021,28874
USA,Prostate Cancer,2019,80295
Canada,Colon Cancer,2021,22926
Australia,Prostate Cancer,2023,145553
UK,Prostate Cancer,2019,118234
UK,Liver Cancer,2022,28893
France,Lung Cancer,2020,87915
USA,Colon Cancer,2023,118376
India,Lung Cancer,2021,77608
Canada,Liver Cancer,2022,91884
USA,Colon Cancer,2023,95092
Canada,Liver Cancer,2019,116923
Germany,Liver Cancer,2022,43788
Canada,Prostate Cancer,2019,35721
USA,Liver Cancer,2021,77059
India,Prostate Cancer,2020,132470
Japan,Liver Cancer,2019,12248
Canada,Breast Cancer,2021,42116
France,Breast Cancer,2019,90547
USA,Lung Cancer,2018,75810
Brazil,Prostate Cancer,2022,112102
Germany,Prostate Cancer,2020,78078
Australia,Lung Cancer,2019,117805
Brazil,Breast Cancer,2022,109178
France,Liver Cancer,2021,37656
Japan,Prostate Cancer,2023,9366
China,Breast Cancer,2020,81698
Brazil,Prostate Cancer,2021,75744
UK,Colon Cancer,2018,118035
China,Liver Cancer,2023,116199
France,Prostate Cancer,2018,55458
India,Colon Cancer,2019,65626
USA,Breast Cancer,2021,149505
India,Lung Cancer,2021,117724
France,Colon Cancer,2021,109585
USA,Breast Cancer,2019,139120
Canada,Colon Cancer,2020,80026
Canada,Breast Cancer,2020,125683
UK,Prostate Cancer,2023,90435
India,Prostate Cancer,2018,111760
USA,Lung Cancer,2022,106306
China,Lung Cancer,2022,27406
Brazil,Liver Cancer,2019,146321
France,Lung Cancer,2020,12153
France,Prostate Cancer,2021,28358
Japan,Prostate Cancer,2020,64133
Canada,Breast Cancer,2022,104469
USA,Liver Cancer,2022,90500
Japan,Prostate Cancer,2018,114702
Canada,Colon Cancer,2021,73223
Brazil,Liver Cancer,2023,20577
France,Lung Cancer,2021,145228
China,Lung Cancer,2021,57189
Canada,Liver Cancer,2023,52070
Australia,Colon Cancer,2018,113867
USA,Prostate Cancer,2023,78622
Australia,Lung Cancer,2018,46837
Australia,Liver Cancer,2022,85386
Australia,Lung Cancer,2018,41426
Germany,Liver Cancer,2018,71247
Germany,Colon Cancer,2021,12380
France,Prostate Cancer,2019,103304
Germany,Prostate Cancer,2019,61837
UK,Colon Cancer,2021,108214
Japan,Breast Cancer,2020,84809
India,Prostate Cancer,2021,48327
China,Liver Cancer,2023,80318
India,Colon Cancer,2022,80025
Brazil,Prostate Cancer,2018,107055
China,Prostate Cancer,2021,101048
India,Prostate Cancer,2021,144378
Canada,Liver Cancer,2018,49111
France,Prostate Cancer,2019,36093
Brazil,Colon Cancer,2023,39461
India,Prostate Cancer,2018,124210
UK,Liver Cancer,2022,109336
India,Colon Cancer,2021,59019
UK,Lung Cancer,2023,133371
France,Colon Cancer,2023,40260
China,Breast Cancer,2018,86052
China,Prostate Cancer,2018,144648
Germany,Lung Cancer,2019,17545
Japan,Prostate Cancer,2019,22260
France,Liver Cancer,2018,36901
France,Prostate Cancer,2020,40518
USA,Lung Cancer,2020,125096
Germany,Liver Cancer,2018,96163
Brazil,Colon Cancer,2019,13643
France,Colon Cancer,2022,69761
Brazil,Colon Cancer,2023,16767
India,Prostate Cancer,2020,57597
Brazil,Prostate Cancer,2023,89486
Canada,Prostate Cancer,2018,115070
Brazil,Liver Cancer,2022,115897
Brazil,Prostate Cancer,2018,65373
France,Breast Cancer,2020,10764
Brazil,Prostate Cancer,2020,99492
UK,Prostate Cancer,2019,46273
Canada,Colon Cancer,2020,13662
Germany,Lung Cancer,2019,59088
Germany,Prostate Cancer,2023,15660
UK,Breast Cancer,2020,95733
Canada,Prostate Cancer,2022,72275
China,Lung Cancer,2019,142678
Australia,Prostate Cancer,2018,66703
UK,Breast Cancer,2021,96753
India,Breast Cancer,2020,113272
Japan,Breast Cancer,2018,43965
USA,Liver Cancer,2021,95931
India,Lung Cancer,2021,111346
China,Prostate Cancer,2018,52318
USA,Liver Cancer,2020,89347
Germany,Breast Cancer,2018,72634
USA,Liver Cancer,2021,67264
Australia,Prostate Cancer,2018,6708
Germany,Breast Cancer,2019,90650
Australia,Lung Cancer,2018,98964
Canada,Lung Cancer,2020,135657
Australia,Prostate Cancer,2019,115638
China,Lung Cancer,2020,140520
Japan,Colon Cancer,2021,60320
India,Breast Cancer,2022,82806
China,Breast Cancer,2022,11113
Brazil,Lung Cancer,2020,41828
Brazil,Breast Cancer,2018,92584
India,Breast Cancer,2020,37391
China,Colon Cancer,2020,41268
UK,Colon Cancer,2018,149323
UK,Breast Cancer,2023,59968
Brazil,Lung Cancer,2019,40965
Canada,Lung Cancer,2018,70258
Canada,Colon Cancer,2018,146627
Canada,Lung Cancer,2019,101419
France,Liver Cancer,2020,78356
